11,TEM NA,"Av. Ermelinda Clárice Sanches Casarini, 328 - Jardim Polyana, Marília - SP, 17527-003, Brasil",+55 14 99629-5027,https://temna.com.br/,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/TEM+NA/data=!4m7!3m6!1s0x94bfd7afe33c4fc7:0xcd2a23352b6ef507!8m2!3d-22.2235134!4d-49.9679546!16s%2Fg%2F11nr4brr24!19sChIJx08846_Xv5QRB_VuKzUjKs0?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
12,Cuca Fresca Informática - Fornecedora de Sistemas,"Av. Warner Gomes Fernandes, 168 - Jardim Tangara, Marília - SP, 17516-670, Brasil",+55 14 2105-9000,https://www.cucafresca.com.br/,"suporte@cucafresca.com.br, 2105-9000contato@cucafresca.com.brSe, contato@cucafresca.com.br","https://wa.me/5514991039561, https://www.linkedin.com/company/cucafrescainformatica/","Certificado DigitalA1 e A3 para NF-e, eSocial e SPED; Departamento PessoalFolha, férias, 13º, rescisões e eSocial; Departamento PessoalFolha, eSocial",https://www.google.com/maps/place/Cuca+Fresca+Inform%C3%A1tica+-+Fornecedora+de+Sistemas/data=!4m7!3m6!1s0x94bfd73ea4d23343:0xe823314f5cfe4eea!8m2!3d-22.2279593!4d-49.9168693!16s%2Fg%2F1vknqhdt!19sChIJQzPSpD7Xv5QR6k7-XE8xI-g?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
13,Aelian,"Rua Maria Giraldi Cavallari, 150 - Jardim Cavallari, Marília - SP, 17526-430, Brasil",+55 14 99816-9143,https://aelian.com.br/,"suporte@aelian.com.br, sac@aelian.com.br, 99816-9143E-MAILsac@aelian.com.br",https://www.facebook.com/AelianSoftware,Não encontrado,https://www.google.com/maps/place/Aelian/data=!4m7!3m6!1s0x94bfd76e72bc6b55:0x70533676233a91cf!8m2!3d-22.2310528!4d-49.9725441!16s%2Fg%2F11gz6j4sk!19sChIJVWu8cm7Xv5QRz5E6I3Y2U3A?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
14,Midra Distribuidora,"R. Joaquim Nabuco, 28 - Bassan, Marília - SP, 17506-200, Brasil",+55 14 3433-4826,https://www.midradistribuidora.com.br/,comercial@midradistribuidora.com.br,"https://www.instagram.com/midradistribuidora/, https://www.linkedin.com/in/midra-energia-solar-distribuidora-weg/, https://www.instagram.com/p/DUqkB36EX53/?img_index=1, https://www.instagram.com/p/DUBatZNkSh9/?img_index=1, https://www.facebook.com/midradistribuidora, https://api.whatsapp.com/send?phone=5514997814441&text=OlÃ¡, gostei deste produto: Nome: Seladora a VÃ¡cuo SE-410 | Ref: SKU: S90024, https://www.instagram.com/p/DUBZ61FETAk/?img_index=1, https://api.whatsapp.com/send?phone=5514997814441&text=OlÃ¡, gostei deste produto: Nome: Descascador de Batatas PI-20 | Ref: SKU: S90026, https://www.instagram.com/p/DUBbB9CkeLC/?img_index=1, https://api.whatsapp.com/send?phone=5514997814441&text=OlÃ¡, gostei deste produto: Nome: Camera de Seguranca WEG WCAM AN-P012-D11 Dome 1MP HD 2.8mm com Visao Noturna | Ref: 16994237, https://www.instagram.com/p/DUazvPEgErp/?img_index=1, https://api.whatsapp.com/send?phone=5514997814441&text=OlÃ¡, gostei deste produto: Nome: MÃ¡quina de Gelo CÃ¡psula 135kg/dia | Ref: SKU: CAP135, https://api.whatsapp.com/send?phone=5514997814441&text=OlÃ¡, gostei deste produto: Nome: Secador de Saladas ES-200 | Ref: SKU: S90001, https://wa.me/5514997814441, https://api.whatsapp.com/send?phone=5514997814441&text=OlÃ¡, gostei deste produto: Nome: SECADOR E POLIDOR TALHERES SAMMIC 3001 | Ref: SKU: S90016, https://api.whatsapp.com/send?phone=5514997814441",Não encontrado,https://www.google.com/maps/place/Midra+Distribuidora/data=!4m7!3m6!1s0x94bfd6eeb4e85b65:0x2a5fbc86c75b57ac!8m2!3d-22.2033485!4d-49.9562058!16s%2Fg%2F11h3lzsbdf!19sChIJZVvotO7Wv5QRrFdbx4a8Xyo?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
15,Integra Cargo,"R. Adão Stropa, 200 - Sl 144 - Jardim Acapulco, Marília - SP, 17525-180, Brasil",+55 14 99191-3567,http://www.integracargo.com.br/,Não encontrado,"https://www.instagram.com/integra.cargo/, https://api.whatsapp.com/send?l=pt_br&phone=5514991913567&text=Ol%C3%A1,%20acessei%20seu%20site%20e%20quero%20mais%20informa%C3%A7%C3%B5es.%20Poderia%20me%20ajudar?%20%20tel:+5514991913567, https://www.linkedin.com/company/70410792/, https://www.facebook.com/integra.cargo.9/",Não encontrado,https://www.google.com/maps/place/Integra+Cargo/data=!4m7!3m6!1s0x94bfd7fa7dad4acd:0x2c21fd66db75376a!8m2!3d-22.2331909!4d-49.9657705!16s%2Fg%2F11nx6zvkp0!19sChIJzUqtffrXv5QRajd122b9ISw?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
16,Contabilivre - Contabilidade Online,"Av. Independência, 243 - Marília, SP, 17509-040, Brasil",+55 14 3113-4490,https://www.contabilivre.com.br/,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/Contabilivre+-+Contabilidade+Online/data=!4m7!3m6!1s0x94bfd09ef8e76f21:0x50003894b92a1f16!8m2!3d-22.2114177!4d-49.9452923!16s%2Fg%2F11bw65vw88!19sChIJIW_n-J7Qv5QRFh8quZQ4AFA?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
17,SMART SYSTEM SOFTWARE - Sistema de Gestão Empresarial - ERP,"Alameda Joaquim Cavina, 317 - Parque das Esmeraldas II, Marília - SP, 17516-731, Brasil",+55 14 3433-6774,,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/SMART+SYSTEM+SOFTWARE+-+Sistema+de+Gest%C3%A3o+Empresarial+-+ERP/data=!4m7!3m6!1s0x9491245f746c5d79:0x842c7d9cf5704a8c!8m2!3d-22.2220916!4d-49.9179611!16s%2Fg%2F11b6x9s7wr!19sChIJeV1sdF8kkZQRjEpw9Zx9LIQ?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
18,"DevRocket: Desenvolvimento de Sistemas, Sites, Apps, E-Commerce, Loja Virtual, Marketing Digital, Tráfego Pago e Social Media","R. dos Cardeais, 404 - Ana Carla, Marília - SP, 17507-190, Brasil",+55 14 99902-1354,https://devrocket.com.br/,"contato@devrocket.com.br, suporte@devrocket.com.br, comercial@devrocket.com.br","https://www.instagram.com/kapaziauto/, https://www.instagram.com/cpgwinters/, https://www.instagram.com/mariana.leaal/, https://www.instagram.com/adrianak/, https://www.instagram.com/g3xfc/, https://www.instagram.com/podpah/, https://www.instagram.com/ftw.com.br/, https://www.linkedin.com/company/devrocket/, https://www.instagram.com/bruddennauticaoficial/, https://www.instagram.com/bemmulhermaquiagem/, https://www.instagram.com/makpro_oficial/, https://www.instagram.com/lojadocompetidor/, https://www.instagram.com/belezaruivaoficial/, https://www.instagram.com/devrocketbr/, https://www.instagram.com/fabrispumaoficial/, https://www.instagram.com/phonestoreshop_/, https://api.whatsapp.com/send?phone=5514999021354&text=Olá, quero saber mais sobre - Implantação e Configuração Completa de Lojas Virtuais, https://www.instagram.com/thermosbrasil/, https://www.instagram.com/ylleroficial/, https://www.instagram.com/pivetaferramentas/, https://www.instagram.com/use.doom/, https://www.instagram.com/livvan.com.br/, https://www.instagram.com/gimenez.ind/, https://www.instagram.com/futebolinterior/, https://api.whatsapp.com/send?phone=5514999021354&text=Olá, quero saber mais sobre - InfraRocket - Hospedagem de Sites e Sistemas Web, https://api.whatsapp.com/send?phone=5514999021354&text=Olá, gostaria de conversar mais como a DevRocket pode acelerar meu negócio na Internet., https://www.instagram.com/br_stance/, https://www.instagram.com/futfanatics/, https://www.instagram.com/loyalprice_/, https://www.instagram.com/zdalimentos/, https://www.instagram.com/imperlastoficial/, https://api.whatsapp.com/send?phone=5514999021354&text=Olá, quero saber mais sobre - Integrações <small>(API)</small>, Sites, Sistemas Web e Aplicativos <small>(Android/iOS)</small>, https://api.whatsapp.com/send?phone=5514999021354&text=Olá, quero saber mais sobre - Temas Personalizados para sua Loja Virtual / E-commrece, https://www.instagram.com/divinaformula/, https://www.instagram.com/forbesbr/, https://www.instagram.com/prata.pet/, https://www.instagram.com/carlinhos/, https://www.instagram.com/artspot.com.br/, https://www.instagram.com/luansantana/, https://www.instagram.com/vistabring/, https://www.instagram.com/beltphones/, https://www.instagram.com/grilllandoficial/, https://www.facebook.com/devrocketbr, https://www.instagram.com/dayortega.oficial/, https://www.instagram.com/tomate.eletronicos/",Ícones de redes sociais na página inicial; sociofundador.com; 10 motivos para sair das redes sociais e criar uma loja virtual própria na Nuvemshop,"https://www.google.com/maps/place/DevRocket:+Desenvolvimento+de+Sistemas,+Sites,+Apps,+E-Commerce,+Loja+Virtual,+Marketing+Digital,+Tr%C3%A1fego+Pago+e+Social+Media/data=!4m7!3m6!1s0x94bfd7b070e481a7:0x9a2f4deabf0405dc!8m2!3d-22.1895293!4d-49.9637288!16s%2Fg%2F11h553mj26!19sChIJp4HkcLDXv5QR3AUEv-pNL5o?authuser=0&hl=pt-BR&rclk=1",Não Contatado,Busca Ativa Maps,
19,A3 Equipamentos Agrícolas,"Av. Antonieta Altenfelder, 2565 - Jardim Santa Antonieta, Marília - SP, 17512-130, Brasil",+55 14 99610-5456,https://a3equipamentos.com.br/,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/A3+Equipamentos+Agr%C3%ADcolas/data=!4m7!3m6!1s0x94bfd5e682bf22cd:0xdb89964c2830576e!8m2!3d-22.1557617!4d-49.9584647!16s%2Fg%2F11j7gy1r5m!19sChIJzSK_gubVv5QRblcwKEyWids?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
20,GRUPO OCEANO DIGITAL,"R. Rio Grande do Sul, 585 - Banzato, Marília - SP, 17515-170, Brasil",,,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/GRUPO+OCEANO+DIGITAL/data=!4m7!3m6!1s0x94bfd73ae8882ae1:0x15cb56b932eaa72f!8m2!3d-22.2148579!4d-49.9400537!16s%2Fg%2F11stwhm8yz!19sChIJ4SqI6DrXv5QRL6fqMrlWyxU?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
21,Veley Eletrônicos,"R. José Freire Sobrinho, 239 - Res. Vale Verde, Marília - SP, 17514-014, Brasil",+55 14 99763-2626,,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/Veley+Eletr%C3%B4nicos/data=!4m7!3m6!1s0x94bfd1c8733fd7c5:0xafe06a50ef1aca51!8m2!3d-22.1971214!4d-49.9318499!16s%2Fg%2F11k9g_x_h4!19sChIJxdc_c8jRv5QRUcoa71Bq4K8?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
22,Master Tecnologia e Solar,"R. Amábile Cellestina Zanon, N:320 - Expedicionário Alberto Herrera, Marília - SP, 17527-656, Brasil",+55 14 99784-7263,,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/Master+Tecnologia+e+Solar/data=!4m7!3m6!1s0x94bfd7741e9c4633:0xe1832a9d2181823d!8m2!3d-22.2166887!4d-49.9842779!16s%2Fg%2F11xdt7j59n!19sChIJM0acHnTXv5QRPYKBIZ0qg-E?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
23,Marilan Alimentos S.A.,"Av. José de Grande, 518 - 642 - C - Fragata, Marília - SP, 17519-903, Brasil",+55 14 2105-6000,,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/Marilan+Alimentos+S.A./data=!4m7!3m6!1s0x94bfd0abec485211:0x1864c7ffdb0a176c!8m2!3d-22.2324533!4d-49.9324627!16s%2Fg%2F1tdk68kr!19sChIJEVJI7KvQv5QRbBcK2__HZBg?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
24,Telecontrol,"Av. Carlos Artêncio, 96 - Fragata, Marília - SP, 17519-255, Brasil",+55 11 4063-4230,https://www.telecontrol.com.br/,comercial@telecontrol.com.br,"https://www.instagram.com/telecontrolbr/, https://www.linkedin.com/company/2565197, https://www.facebook.com/telecontrolbr",Não encontrado,https://www.google.com/maps/place/Telecontrol/data=!4m7!3m6!1s0x94bfd0a8ad843091:0xb4202fc40e2fcf44!8m2!3d-22.2298188!4d-49.9294104!16s%2Fg%2F11g_6xhrd!19sChIJkTCErajQv5QRRM8vDsQvILQ?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
25,Acton Indústria e Comércio de Eletroeletrônicos,"R. Ver. Ariel Fragata, 207 - Lácio, Marília - SP, 17539-068, Brasil",+55 14 3451-2221,http://www.acton.ind.br/,vendas@acton.ind.br,"https://www.facebook.com/acton, https://api.whatsapp.com/send?l=pt&phone=5514998108896, https://www.instagram.com/actontecnologia",Não encontrado,https://www.google.com/maps/place/Acton+Ind%C3%BAstria+e+Com%C3%A9rcio+de+Eletroeletr%C3%B4nicos/data=!4m7!3m6!1s0x94bfda9e6d4dbb57:0x5503ffcb849f43e4!8m2!3d-22.2203321!4d-49.8828588!16s%2Fg%2F1ptxdgf4g!19sChIJV7tNbZ7av5QR5EOfhMv_A1U?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
26,Mercosistem Sistemas,"Av. Santo Antônio, 483 - Centro, Marília - SP, 17500-070, Brasil",+55 14 3402-8484,http://www.mercosistem.com.br/,mercosistem@mercosistem.com.br,"https://www.instagram.com/mercosistem/, https://www.linkedin.com/company/mercosistem-sistema-de-gest%C3%A3o-empresarial/about/, https://api.whatsapp.com/send?phone=551434028484, http://www.facebook.com/#!/mercosistem",Não encontrado,https://www.google.com/maps/place/Mercosistem+Sistemas/data=!4m7!3m6!1s0x94bfd73f213c6365:0xb236bc48f6352998!8m2!3d-22.2201123!4d-49.9526828!16s%2Fg%2F11h0453lh!19sChIJZWM8IT_Xv5QRmCk19ki8NrI?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
27,E-commerce Planet,"Av. das Esmeraldas, 2635 - Jardim Tangara, Marília - SP, 17516-000, Brasil",+55 14 93300-5439,http://ecommerceplanet.com.br/,Não encontrado,"https://www.facebook.com/ecommerceplanet.oficial, https://www.instagram.com/ecommerceplanet.oficial/, https://www.linkedin.com/company/ecommerce-planet/, https://wa.me/5514997216208",Não encontrado,https://www.google.com/maps/place/E-commerce+Planet/data=!4m7!3m6!1s0x94bfd18478ecd60d:0x7d92ee7e20b24fc!8m2!3d-22.2283644!4d-49.916773!16s%2Fg%2F11kpnh8ck8!19sChIJDdbseITRv5QR_CQL4ucu2Qc?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
28,Vend,"R. XV de Novembro, 747 - Centro, Marília - SP, 17500-050, Brasil",+55 14 99809-0021,,Não encontrado,Não encontrado,Não encontrado,https://www.google.com/maps/place/Vend/data=!4m7!3m6!1s0x94bfd75d0ee8b3b9:0xfe5d7c2e7cb42995!8m2!3d-22.2171913!4d-49.9517478!16s%2Fg%2F11sv_mjtd5!19sChIJubPoDl3Xv5QRlSm0fC58Xf4?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
29,Unio Tecnologia,"Av. Carlos Gomes, 553 - Centro, Marília - SP, 17500-030, Brasil",+55 14 3432-1963,https://www.uniotecnologia.com/,unio@uniotecnologia.com,https://api.whatsapp.com/send?phone=5514998106121&text=Olá. Gostaria de alguns esclarecimentos. Poderia me ajudar?,Não encontrado,https://www.google.com/maps/place/Unio+Tecnologia/data=!4m7!3m6!1s0x94bfd74805e0a42d:0xb42d0dadec0f515d!8m2!3d-22.217791!4d-49.9477601!16s%2Fg%2F1q5grkksd!19sChIJLaTgBUjXv5QRXVEP7K0NLbQ?authuser=0&hl=pt-BR&rclk=1,Não Contatado,Busca Ativa Maps,
